root@iranexpedia:~# dotnet-dump analyze /root/core_20251123_141914
Loading core dump: /root/core_20251123_141914 ...
Ready to process analysis commands. Type 'help' to list available commands or 'help [command]' to get detailed help on a command.
Type 'quit' or 'exit' to exit the session.
> dumpheap -stat                                                                                                                                                                                     
Statistics:
          MT   Count   TotalSize Class Name
7a5ac15c6da0       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.ForexDbContext, Microsoft.EntityFrameworkCore.DbSet<ForexExchange.Models.PushNotificationLog>>
7a5ac15c76b0       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.ForexDbContext, Microsoft.EntityFrameworkCore.DbSet<ForexExchange.Models.PushSubscription>>
7a5ac15c7fc0       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityDbContext<ForexExchange.Models.ApplicationUser, Microsoft.AspNetCore.Identity.IdentityRole, System.String, Microsoft.AspNetCore.Identity.IdentityUserClaim<System.String>, Microsoft.AspNetCore.Identity.IdentityUserRole<System.String>, Microsoft.AspNetCore.Identity.IdentityUserLogin<System.String>, Microsoft.AspNetCore.Identity.IdentityRoleClaim<System.String>, Microsoft.AspNetCore.Identity.IdentityUserToken<System.String>>, Microsoft.EntityFrameworkCore.DbSet<Microsoft.AspNetCore.Identity.IdentityRoleClaim<System.String>>>
7a5ac15c88d0       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityDbContext<ForexExchange.Models.ApplicationUser, Microsoft.AspNetCore.Identity.IdentityRole, System.String, Microsoft.AspNetCore.Identity.IdentityUserClaim<System.String>, Microsoft.AspNetCore.Identity.IdentityUserRole<System.String>, Microsoft.AspNetCore.Identity.IdentityUserLogin<System.String>, Microsoft.AspNetCore.Identity.IdentityRoleClaim<System.String>, Microsoft.AspNetCore.Identity.IdentityUserToken<System.String>>, Microsoft.EntityFrameworkCore.DbSet<Microsoft.AspNetCore.Identity.IdentityRole>>
7a5ac15c91e0       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.ForexDbContext, Microsoft.EntityFrameworkCore.DbSet<ForexExchange.Models.ShareableLink>>
7a5ac15c9af0       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.ForexDbContext, Microsoft.EntityFrameworkCore.DbSet<ForexExchange.Models.SystemSettings>>
7a5ac15ca400       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.ForexDbContext, Microsoft.EntityFrameworkCore.DbSet<ForexExchange.Models.TaskItem>>
7a5ac15cad10       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityUserContext<ForexExchange.Models.ApplicationUser, System.String, Microsoft.AspNetCore.Identity.IdentityUserClaim<System.String>, Microsoft.AspNetCore.Identity.IdentityUserLogin<System.String>, Microsoft.AspNetCore.Identity.IdentityUserToken<System.String>>, Microsoft.EntityFrameworkCore.DbSet<Microsoft.AspNetCore.Identity.IdentityUserClaim<System.String>>>
7a5ac15cb620       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityUserContext<ForexExchange.Models.ApplicationUser, System.String, Microsoft.AspNetCore.Identity.IdentityUserClaim<System.String>, Microsoft.AspNetCore.Identity.IdentityUserLogin<System.String>, Microsoft.AspNetCore.Identity.IdentityUserToken<System.String>>, Microsoft.EntityFrameworkCore.DbSet<Microsoft.AspNetCore.Identity.IdentityUserLogin<System.String>>>
7a5ac15cbf30       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityDbContext<ForexExchange.Models.ApplicationUser, Microsoft.AspNetCore.Identity.IdentityRole, System.String, Microsoft.AspNetCore.Identity.IdentityUserClaim<System.String>, Microsoft.AspNetCore.Identity.IdentityUserRole<System.String>, Microsoft.AspNetCore.Identity.IdentityUserLogin<System.String>, Microsoft.AspNetCore.Identity.IdentityRoleClaim<System.String>, Microsoft.AspNetCore.Identity.IdentityUserToken<System.String>>, Microsoft.EntityFrameworkCore.DbSet<Microsoft.AspNetCore.Identity.IdentityUserRole<System.String>>>
7a5ac15cc840       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityUserContext<ForexExchange.Models.ApplicationUser, System.String, Microsoft.AspNetCore.Identity.IdentityUserClaim<System.String>, Microsoft.AspNetCore.Identity.IdentityUserLogin<System.String>, Microsoft.AspNetCore.Identity.IdentityUserToken<System.String>>, Microsoft.EntityFrameworkCore.DbSet<ForexExchange.Models.ApplicationUser>>
7a5ac15cd150       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityUserContext<ForexExchange.Models.ApplicationUser, System.String, Microsoft.AspNetCore.Identity.IdentityUserClaim<System.String>, Microsoft.AspNetCore.Identity.IdentityUserLogin<System.String>, Microsoft.AspNetCore.Identity.IdentityUserToken<System.String>>, Microsoft.EntityFrameworkCore.DbSet<Microsoft.AspNetCore.Identity.IdentityUserToken<System.String>>>
7a5ac15cda60       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.ForexDbContext, Microsoft.EntityFrameworkCore.DbSet<ForexExchange.Models.VapidConfiguration>>
7a5ac15cf3f0       1          24 System.Buffers.SharedArrayPool<Microsoft.EntityFrameworkCore.Infrastructure.DbSetProperty>+<>c
7a5ac13b0ed8       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetInitializer+<>c
7a5ac15e32f8       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c
7a5ac15e3fe0       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.AccountingDocument>
7a5ac15e7e88       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.AdminActivity>
7a5ac15e8230       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.BankAccountBalanceHistory>
7a5ac15e85d8       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.BankAccountBalance>
7a5ac15e8c10       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.BankAccount>
7a5ac15e8fb8       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.Currency>
7a5ac15e9360       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.CurrencyPoolHistory>
7a5ac15e9708       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.CurrencyPool>
7a5ac15e9ab0       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.CustomerBalanceHistory>
7a5ac15e9e58       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.CustomerBalance>
7a5ac15ea200       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.Customer>
7a5ac15ea5a8       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.ExchangeRate>
7a5ac15ea950       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.Notification>
7a5ac15eacf8       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.Order>
7a5ac15eb0a0       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.PushNotificationLog>
7a5ac15eb448       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.PushSubscription>
7a5ac15eb7f0       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<Microsoft.AspNetCore.Identity.IdentityRoleClaim<System.String>>
7a5ac15ebb98       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<Microsoft.AspNetCore.Identity.IdentityRole>
7a5ac15ebf40       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.ShareableLink>
7a5ac15ec2e8       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.SystemSettings>
7a5ac15ec690       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.TaskItem>
7a5ac15eca38       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<Microsoft.AspNetCore.Identity.IdentityUserClaim<System.String>>
7a5ac15ecde0       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<Microsoft.AspNetCore.Identity.IdentityUserLogin<System.String>>
7a5ac15ed188       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<Microsoft.AspNetCore.Identity.IdentityUserRole<System.String>>
7a5ac15ed530       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.ApplicationUser>
7a5ac15ed8d8       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<Microsoft.AspNetCore.Identity.IdentityUserToken<System.String>>
7a5ac15edc80       1          24 Microsoft.EntityFrameworkCore.Internal.DbSetSource+<>c__5<ForexExchange.Models.VapidConfiguration>
7a5ac15eef70       1          24 Microsoft.EntityFrameworkCore.Infrastructure.Internal.EntityFrameworkMetrics+<>c
7a5ac15fe6f8       1          24 System.Collections.Generic.ObjectEqualityComparer<System.Collections.Generic.KeyValuePair<System.Int32, System.ValueTuple<System.Nullable<Microsoft.EntityFrameworkCore.WarningBehavior>, System.Nullable<Microsoft.Extensions.Logging.LogLevel>>>>
7a5ac1610000       1          24 System.Collections.Generic.NullableEqualityComparer<Microsoft.EntityFrameworkCore.WarningBehavior>
7a5ac1610a08       1          24 System.Collections.Generic.EnumEqualityComparer<Microsoft.EntityFrameworkCore.WarningBehavior>
7a5ac1610e40       1          24 System.Collections.Generic.NullableEqualityComparer<Microsoft.Extensions.Logging.LogLevel>
7a5ac1612d08       1          24 System.Collections.Concurrent.ConcurrentQueue<System.Object>[]
7a5ac1612f28       1          24 System.Threading.ThreadPool+<>c
7a5ac1614d40       1          24 System.Threading.PortableThreadPool+WorkerThread+<>c
7a5ac1614c40       1          24 System.Threading.Semaphore
7a5ac13825b8       1          24 Microsoft.EntityFrameworkCore.Storage.DatabaseProviderDependencies
7a5ac1262098       1          24 Microsoft.EntityFrameworkCore.Storage.DatabaseProvider<Microsoft.EntityFrameworkCore.Sqlite.Infrastructure.Internal.SqliteOptionsExtension>
7a5ac161d018       1          24 Microsoft.EntityFrameworkCore.Diagnostics.Internal.Interceptors+<>c
7a5ac1376418       1          24 Microsoft.EntityFrameworkCore.Internal.EntityFinderSource
7a5ac13779e8       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.EntityEntryGraphIterator
7a5ac13819f0       1          24 Microsoft.EntityFrameworkCore.Storage.Internal.ExceptionDetector
7a5ac134a658       1          24 Microsoft.EntityFrameworkCore.Storage.RelationalSqlGenerationHelperDependencies
7a5ac1264dc0       1          24 Microsoft.EntityFrameworkCore.Sqlite.Storage.Internal.SqliteSqlGenerationHelper
7a5ac134bef8       1          24 Microsoft.EntityFrameworkCore.Storage.RelationalTransactionFactoryDependencies
7a5ac13442f0       1          24 Microsoft.EntityFrameworkCore.Storage.RelationalTransactionFactory
7a5ac1383e28       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverterSelectorDependencies
7a5ac13853a8       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonValueReaderWriterSourceDependencies
7a5ac1381c58       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonValueReaderWriterSource
7a5ac1634138       1          24 Microsoft.EntityFrameworkCore.Storage.ITypeMappingSourcePlugin[]
7a5ac1634228       1          24 Microsoft.EntityFrameworkCore.Storage.IRelationalTypeMappingSourcePlugin[]
7a5ac134aa80       1          24 Microsoft.EntityFrameworkCore.Storage.RelationalTypeMappingSourceDependencies
7a5ac163ad20       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonInt64ReaderWriter
7a5ac163c730       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonDoubleReaderWriter
7a5ac163cbd0       1          24 Microsoft.EntityFrameworkCore.Sqlite.Storage.Json.Internal.SqliteJsonByteArrayReaderWriter
7a5ac163cee0       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonStringReaderWriter
7a5ac163d620       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonBoolReaderWriter
7a5ac163da00       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonByteReaderWriter
7a5ac163dde0       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonCharReaderWriter
7a5ac163e1c0       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonInt32ReaderWriter
7a5ac163e5a0       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonSByteReaderWriter
7a5ac163e980       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonInt16ReaderWriter
7a5ac163ed60       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonUInt32ReaderWriter
7a5ac163f170       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonUInt64ReaderWriter
7a5ac163f550       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonUInt16ReaderWriter
7a5ac163f950       1          24 Microsoft.EntityFrameworkCore.Sqlite.Storage.Json.Internal.SqliteJsonDateTimeReaderWriter
7a5ac163fd70       1          24 Microsoft.EntityFrameworkCore.Sqlite.Storage.Json.Internal.SqliteJsonDateTimeOffsetReaderWriter
7a5ac16501d8       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonTimeSpanReaderWriter
7a5ac16505e8       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonDateOnlyReaderWriter
7a5ac16509e8       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonTimeOnlyReaderWriter
7a5ac1650df8       1          24 Microsoft.EntityFrameworkCore.Sqlite.Storage.Json.Internal.SqliteJsonDecimalReaderWriter
7a5ac16511f8       1          24 Microsoft.EntityFrameworkCore.Storage.Json.JsonFloatReaderWriter
7a5ac16515f8       1          24 Microsoft.EntityFrameworkCore.Sqlite.Storage.Json.Internal.SqliteJsonGuidReaderWriter
7a5ac163a4f0       1          24 Microsoft.EntityFrameworkCore.Sqlite.Storage.Internal.SqliteTypeMappingSource+<>c
7a5ac1341528       1          24 Microsoft.EntityFrameworkCore.Storage.RelationalCommandBuilderFactory
7a5ac134bb60       1          24 Microsoft.EntityFrameworkCore.Storage.ParameterNameGeneratorDependencies
7a5ac128e458       1          24 Microsoft.EntityFrameworkCore.Storage.ParameterNameGeneratorFactory
7a5ac1659fb8       1          24 Microsoft.Extensions.Logging.Abstractions.NullLoggerFactory
7a5ac165bb28       1          24 Microsoft.Extensions.Logging.Abstractions.NullLogger
7a5ac137c2e8       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache
7a5ac13837d8       1          24 Microsoft.EntityFrameworkCore.Infrastructure.ModelCustomizerDependencies
7a5ac128f358       1          24 Microsoft.EntityFrameworkCore.Infrastructure.RelationalModelCustomizer
7a5ac1383b00       1          24 Microsoft.EntityFrameworkCore.Infrastructure.ModelCacheKeyFactoryDependencies
7a5ac1376e58       1          24 Microsoft.EntityFrameworkCore.Infrastructure.ModelCacheKeyFactory
7a5ac1380470       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.PropertyParameterBindingFactory
7a5ac1382290       1          24 Microsoft.EntityFrameworkCore.Metadata.LazyLoaderParameterBindingFactoryDependencies
7a5ac1380b58       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ContextParameterBindingFactory
7a5ac1380d38       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.EntityTypeParameterBindingFactory
7a5ac134b510       1          24 Microsoft.EntityFrameworkCore.Metadata.RelationalAnnotationProviderDependencies
7a5ac1265860       1          24 Microsoft.EntityFrameworkCore.Sqlite.Metadata.Internal.SqliteAnnotationProvider
7a5ac166c078       1          24 SQLitePCL.SQLite3Provider_e_sqlite3
7a5ac13830a8       1          24 Microsoft.EntityFrameworkCore.Infrastructure.ModelValidatorDependencies
7a5ac134ae10       1          24 Microsoft.EntityFrameworkCore.Infrastructure.RelationalModelValidatorDependencies
7a5ac128e9e8       1          24 Microsoft.EntityFrameworkCore.Update.Internal.RowKeyValueFactoryFactory
7a5ac128ec38       1          24 Microsoft.EntityFrameworkCore.Update.Internal.RowForeignKeyValueFactoryFactory
7a5ac128ee50       1          24 Microsoft.EntityFrameworkCore.Update.Internal.RowIndexValueFactoryFactory
7a5ac16e2358       1          24 Microsoft.EntityFrameworkCore.Metadata.Conventions.IModelInitializedConvention[]
7a5ac16e2418       1          24 Microsoft.EntityFrameworkCore.Metadata.Conventions.IModelFinalizingConvention[]
7a5ac16e24d8       1          24 Microsoft.EntityFrameworkCore.Metadata.Conventions.IModelFinalizedConvention[]
7a5ac16e2598       1          24 Microsoft.EntityFrameworkCore.Metadata.Conventions.IModelAnnotationChangedConvention[]
7a5ac16e2658       1          24 Microsoft.EntityFrameworkCore.Metadata.Conventions.IModelEmbeddedDiscriminatorNameConvention[]
7a5ac16e2718       1          24 Microsoft.EntityFrameworkCore.Metadata.Conventions.ITypeIgnoredConvention[]
7a5ac16e27d8       1          24 Microsoft.EntityFrameworkCore.Metadata.Conventions.IEntityTypeAddedConvention[]
7a5ac16e2898       1          24 Microsoft.EntityFrameworkCore.Metadata.Conventions.IEntityTypeRemovedConvention[]
7a5ac16e2958       1          24 Microsoft.EntityFrameworkCore.Metadata.Conventions.IEntityTypeMemberIgnoredConvention[]
7a5ac16e2a18       1          24 Microsoft.EntityFrameworkCore.Metadata.Conventions.IDiscriminatorPropertySetConvention[]
